CODGEO;SNHM22;SNHMC22;SNHMP22;SNHME22;SNHMO22;SNHMF22;SNHMFC22;SNHMFP22;SNHMFE22;SNHMFO22;SNHMH22;SNHMHC22;SNHMHP22;SNHMHE22;SNHMHO22;SNHM1822;SNHM2622;SNHM5022;SNHMF1822;SNHMF2622;SNHMF5022;SNHMH1822;SNHMH2622;SNHMH5022
1;17.0158799390817;29.0860173549605;16.5846409672417;12.1199550878077;12.4977385610425;15.5994594064366;26.0908419336463;15.5365040004931;11.9959308090903;11.2143325653387;18.0244706237514;30.8788433903451;17.4958097699861;12.3798450984684;12.7779539193841;11.4339795092976;16.8462171623992;19.675742386449;11.1053588852182;15.7615429033558;17.05530485055;11.6767036182312;17.6110978402557;21.5578316063133
