CODGEO;SNHM22;SNHMC22;SNHMP22;SNHME22;SNHMO22;SNHMF22;SNHMFC22;SNHMFP22;SNHMFE22;SNHMFO22;SNHMH22;SNHMHC22;SNHMHP22;SNHMHE22;SNHMHO22;SNHM1822;SNHM2622;SNHM5022;SNHMF1822;SNHMF2622;SNHMF5022;SNHMH1822;SNHMH2622;SNHMH5022
0051;13.8403251397185;24.2131110255708;15.2605860518626;11.569286851156;11.9439549522132;12.9540937371501;21.4530765999168;14.3199504388131;11.4895767291344;10.9739766689428;14.4704309617026;25.656086212986;16.1639346062256;11.8026691441137;12.1761865659914;10.7584998298258;13.6962584293599;15.4441809082602;10.5583273013293;12.9003809512054;14.0250070270118;10.8957126937794;14.2541583848082;16.5001695588726
0052;15.1491731739704;25.796308152541;16.6883865608212;11.6599012515065;12.6725906967616;13.5122394335666;22.1711925841364;14.8955860430503;11.5209506935793;10.8353895541983;16.2629968813674;27.7878898315926;17.9342056216151;11.9911639065987;13.0397616235184;10.9170818429136;14.976442544963;17.2209665552728;10.502022593533;13.5693422640348;14.6397542448097;11.2238035793962;15.911224333643;19.0111686973048
0053;15.3877323748045;25.8973011911157;16.0054119360774;11.8765106375114;12.2620966787232;14.0841183407714;22.8119928645935;15.0237045795285;11.6464977269915;10.7941886012262;16.2958302919249;27.5982450174615;16.8619852541034;12.3723925152366;12.5353727578647;10.9354063611749;15.1201589469882;17.8329924053006;10.7374857680763;14.1178810739701;15.426826514148;11.0831057734411;15.8033892009272;19.5442791470912
0054;15.4515721381392;25.4180543411227;16.4437474546484;12.2033876742616;13.0716724839486;14.1903196469171;22.8517583800077;15.2813896241818;12.0536453745785;11.7146012933172;16.2974534022395;26.7803820103268;17.3740482441191;12.5648361198417;13.3815094930725;11.2214080430204;15.2212966314533;17.6767730398295;10.939260288426;14.1554580183719;15.6204279359447;11.4174716223462;15.9434925937965;19.0032971279513
0055;15.827073833135;25.7932687041928;17.6662612731897;11.7621593981741;12.5668051696528;13.6672971844961;22.4405283215171;15.2519763405681;11.4310318108054;11.1274413735834;17.1264829885304;27.2497684191316;18.8666077001447;12.7495659851679;12.9430950707896;11.2223332030481;15.6189925051474;17.8942551646477;10.7088446069236;13.7449130536781;14.6092462748162;11.5671309164125;16.7203978907366;19.8927089260221
0056;14.2001688857891;25.2248984693711;16.3133317902967;11.5178154209532;12.004111215646;12.9458305865968;22.0584369075163;14.5601385537571;11.4184469725702;10.9905541210422;15.0951573967513;26.7810535458217;17.6962067733565;11.829729423009;12.2442697125442;10.8824648552544;14.1425179610959;15.5061471407919;10.5863229837816;12.9800159105957;13.651822405187;11.0731163622163;14.9595020000751;16.9190348310574
0057;15.9040576824785;27.0880379543742;16.8006525223696;12.1504594651251;13.0436401288469;14.6001897942609;24.4179211384622;15.7814103882802;12.0775361013217;12.0629983396644;16.759527319837;28.3754799749756;17.5800666044507;12.3200589692788;13.2633481771725;11.103221937875;15.5704347123305;18.4271524668895;10.8321104866519;14.535387356579;16.2208206045214;11.2946618150236;16.2510304818652;19.8287793661403
0058;14.049628305123;26.0398557248852;16.3660331390759;11.5664392676685;12.6258510392054;12.6933219140666;22.953356203901;14.7593974937678;11.41191305488;11.6422353052576;14.9470507502922;27.3556121347429;17.3564292638615;12.0016911391331;13.0022122387562;10.943531332323;13.8977355836715;15.5352075068276;10.4839411871609;12.6485846540728;13.6559630534168;11.2720376223917;14.7085889775122;16.7896516675044
0059;15.0602142778919;26.1123967736218;15.961628213366;11.9635164249879;12.4517429897373;13.6335923452414;22.372756294312;14.9622366155775;11.7592163205908;11.1978144574667;16.030370522951;27.8859973214495;16.7952569218077;12.5482796090764;12.7596990923789;11.1121285984166;15.0212645030944;16.8128875279226;10.8231906332738;13.7172119197147;14.5961512939883;11.3013360285187;15.9005487314526;18.3726694071335
0060;14.0410150876341;23.8672022110828;15.5824667648293;11.4100994222689;12.2560588697463;12.9083573282792;20.9083563748936;14.5507051155347;11.3151952742246;10.8885477122365;14.8100167605122;25.3418551097624;16.3988784002308;11.6644774573004;12.53371328121;10.9064276224095;13.9000912048226;15.5005195029681;10.6407565700867;12.8398531172519;13.8484081600884;11.0867673273002;14.5931397377687;16.7124093177781
0061;14.0330959290932;25.6035726967318;15.5312932571747;11.7266949342141;12.094166242884;13.2331126463405;23.314018827857;14.6896165433067;11.7059779398082;11.349182757516;14.6186389979639;26.9027593779829;16.2843166906897;11.7803270579366;12.3666766696799;10.711908858447;13.7370693600385;15.8428295736977;10.5599193180324;13.1485259030135;14.298145248075;10.810918059881;14.166538247265;17.0300278655948
0062;13.842239462848;23.9354644418734;15.4068309079466;11.5297525217131;12.3995816102589;12.7575520635097;21.3200966077682;14.312680802666;11.3677996047381;11.3443493306681;14.5776570516559;25.3639290691085;16.1838584091939;12.062054250571;12.6931072047234;10.8776672343188;13.8200142701086;15.0511991567398;10.6100805302592;12.7848067180788;13.4690287795644;11.0480857576177;14.4990810269142;16.2305140145354
0063;13.2490340358004;21.997284438794;15.2894510779144;11.5110900001233;11.8785165408873;12.5552626485607;19.4782880600256;14.5497116801585;11.4268169233408;10.9445462178609;13.7549182734547;23.3627492503973;16.0051075115812;11.7536978365608;12.1106804453833;10.7588284829773;13.1605286362531;14.2737473957734;10.6187207915821;12.5719448837632;13.1560543265226;10.8529481441225;13.5862199468998;15.1242093985658
0064;14.3451720591991;24.5859110409556;15.6326157889552;11.5685626403244;12.0284047261334;13.2481238092685;22.1499721164881;14.6718785131313;11.4457222262451;11.0357115683175;15.2091366736378;25.8952861625161;16.4984699819415;11.8964762039357;12.2588385172552;10.787353296938;13.9973470175558;16.3090535899188;10.5208575941592;13.1376282531298;14.32455533677;10.9728892121789;14.6542315630118;18.0388420982442
0101;13.3179401638753;22.8197948613547;16.1641797546155;11.5494189520579;11.755479158889;12.807489146476;20.0183836177477;15.7824774036579;11.3581863962786;9.90131719706553;13.665231145297;24.9624681711512;16.4789735783785;11.9290433483297;12.0078414516156;10.4025391599666;13.0153326165834;14.3963738699457;10.3509435076876;13.1604751765507;12.8091592273047;10.4323608321039;12.9089270048145;15.4064473480184
0102;14.5387626423748;25.6638599927594;16.9027554254323;12.2809073659856;12.2332410617735;14.0795221421688;23.5966480158776;16.4083379040699;12.1148758745965;10.9404077845806;14.9301996167298;27.2384509942562;17.4345075719828;12.6445974074253;12.4174034268387;10.5719965701623;14.1385698516945;16.1199497857903;10.7196971046482;13.9055543688927;15.0756693903978;10.4727966383588;14.3468385708898;16.9951436785074
0103;13.086253417728;24.4959769715264;16.5369302275444;11.0669082770983;11.6364688915848;12.9360222746875;23.8990661943816;16.3698864958973;11.1217512705171;11.252882818408;13.2181202283222;25.082999605175;16.6871608500521;10.9274098330829;11.718712338425;9.99601528900029;12.5996111868893;14.388395426586;9.74925436267148;12.7567966434933;13.7371581313448;10.1683930975177;12.4634426547291;14.9984340132932
0104;15.7922545317733;29.0411148560992;17.2051557265521;12.5706880742612;12.1186495677334;15.0706013657497;26.0319786093505;16.6334951071638;12.4468761124584;10.753599377071;16.4665595870825;31.4409916999294;17.8530735447204;12.8429254708295;12.3782450770418;10.5188543142909;15.3474636893218;17.8327045677111;10.630563478813;14.9209575586511;16.3683260485657;10.4292670501574;15.7701491009936;19.1152657573768
0105;13.9558612083473;24.9188460772125;16.259385441769;12.0333783210581;11.7621725497059;13.6442275758649;23.7414032880127;15.9900759209676;11.8842402518079;10.3457106457806;14.2276797591664;25.803565882125;16.5549438430174;12.3206927169036;12.0089282771221;10.3909956300276;13.7201661584453;15.0439590091821;10.6428450235839;13.6696429038988;14.1764511326717;10.2078875582818;13.7649269570242;15.812812992799
0201;14.158238756878;26.539901886206;16.6468308362427;11.8515203180967;12.0639079715405;13.5176666482091;23.9168925344399;15.863794670759;11.7642398381611;10.5010517416978;14.6687012683355;28.4754299838697;17.3972176739008;12.0448864919911;12.3506710980899;10.3364233035155;13.8791484015575;15.4128312101463;10.6243756904465;13.5326922736101;14.0861618961986;10.1505863664056;14.1766822810166;16.4067064863523
0202;15.4842479619031;28.4623039048238;16.7782701229638;12.3161116508825;12.0863023770671;14.8790018109013;25.8013901438745;16.3986298013842;12.1914855661195;10.5101016798641;16.0696264510379;30.8772041429341;17.2425009193334;12.5812776825855;12.4562269755279;10.3973664796666;15.1027592560986;17.167131119087;10.4376865285563;14.8492208829399;15.8608128823533;10.3613506995178;15.356374878419;18.3873763533453
0203;12.381277529393;21.0942244297462;15.1640384374228;11.1324111956888;11.4783312039721;11.9632398020547;20.8598062044037;14.4408910709484;11.0800039320886;10.2246738455969;12.7030002581269;21.2486587213982;15.8556378413126;11.2600558945042;11.722982455219;10.0094624966958;12.2997951806107;13.0584906357111;10.3151342031447;12.1832443689307;11.9959049111257;9.8350612944725;12.3924877104928;13.898002186169
0204;14.5348380939921;26.8813574477234;16.560651632685;12.0634709039956;11.8874020768053;13.6982229376635;23.9488198662159;15.6299217202169;11.8726858606495;10.1616332729546;15.2474108227559;28.9605033992709;17.5047077985075;12.4880316332688;12.2492268321836;10.3097933196459;14.1627843534688;15.8740170642228;10.6041855047955;13.7653580301026;14.2117999159513;10.0911410554539;14.5293140051163;17.1868365548546
