# Description : Répartition par année scolaire (depuis 2017) des étudiants ayant bénéficié de la bourse Mermoz pour une mobilité internationale.
# Ce dispositif permet aux étudiants inscrits dans un établissement d'enseignement supérieur en Région Hauts-de-France de :
# - suivre un stage en entreprise ou autre organisme (ONG, association, etc.)
# - suivre à l'étranger un parcours de formation en enseignement supérieur
# - bénéficier d’une expérience dans un laboratoire de recherche à l’étranger (Master 2, doctorat)
# - renforcer ou initier des collaborations entre établissements régionaux et étrangers
# - développer le rayonnement international de la région.
# Plus d'informations : https://guide-aides.hautsdefrance.fr/dispositif997
#
# Thématique(s) : FORMATION
# Mots-Clés : AIDE REGIONALE, ETUDIANT, MOBILITE, INTERNATIONAL, FINANCEMENT, PARTICULIER, MERMOZ, UNIVERSITE, ENSEIGNEMENT SUPERIEUR, REGION32
# Mots-Clés de lieu : HAUTS-DE-FRANCE, SOMME, AISNE, NORD, OISE, PAS DE CALAIS
# Conditions d'utilisation : Utilisation libre sous réserve de mentionner la source (a minima le nom du producteur) et la date de sa dernière mise à jour
# Données ouvertes : oui
# Source : Extrait d'une base régionale à partir des dossiers retenus.
# Champs extraits : année de campagne, commune et établissement d'enseignement, diplôme préparé, type de mobilité, pays de destination, ville d'origine, nombre de semaines financés par l'aide Mermoz.
# Attention : données par année scolaire (septembre à juin)
# Date de création : 2024-04-12
# Date de mise à jour des données : 2024-10-14
# Date de mise à jour de la fiche : 2025-03-04
# Fréquence de mise à jour : Une fois par an
# Langue : Français

Campagne,Civilité,Etablissement d'origine,COD_INSEE_ETS,COMMUNE_ETS,Diplome préparé,Type_mobilité,COD_PAYS,Destination,INSEE Commune ou Code_pays,Adresse_commune,Nb Semaines Financées
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DE CHIMIE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,ARG,ARGENTINE,22278,ST BRIEUC,"18,57"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DE CHIMIE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,BEL,BELGIQUE,44009,BASSE GOULAINE,"14,57"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DE CHIMIE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,CAN,CANADA,,SHERBROOKE,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DE CHIMIE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,CAN,CANADA,57463,METZ,"15,57"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DE CHIMIE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,CAN,CANADA,77521,VILLIERS SUR MORIN,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DE CHIMIE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,62197,CAMBLAIN CHATELAIN,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DE CHIMIE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,NOR,NORVEGE,75112,PARIS,"18,57"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DE CHIMIE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,NOR,NORVEGE,53130,LAVAL,"18,57"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DE CHIMIE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,SWE,SUEDE,67388,REICHSHOFFEN,"20,71"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DE CHIMIE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,SWE,SUEDE,59152,COMINES,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DE CHIMIE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Stage,NLD,PAYS-BAS,62237,CONTEVILLE LES BOULOGNE,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,BTS,Séjour d'étude,CAN,CANADA,57269,GUENANGE,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,BTS,Séjour d'étude,GBR,ROYAUME-UNI,59512,ROUBAIX,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,FRA,FRANCE,19136,MEYMAC,"18,57"
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,59512,ROUBAIX,"19,43"
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GRC,GRECE,33550,VILLENAVE D ORNON,"20,43"
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,IND,INDE,59512,ROUBAIX,"19,43"
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,IND,INDE,71372,ROMANECHE THORINS,"19,43"
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,ITA,ITALIE,69259,VENISSIEUX,"21,43"
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,NLD,PAYS-BAS,59350,LILLE,"21,71"
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Stage,BEL,BELGIQUE,59350,LILLE,"14,57"
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Stage,CHN,CHINE,33063,BORDEAUX,"19,14"
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Stage,IND,INDE,59599,TOURCOING,"21,29"
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX ,Master universitaire/Ecole,Séjour d'étude,DEU,ALLEMAGNE,68204,METZERAL,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,BTS,Séjour d'étude,BEL,BELGIQUE,41063,COUFFY,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,BTS,Séjour d'étude,BGR,BULGARIE,57224,FOLSCHVILLER,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,BTS,Séjour d'étude,CAN,CANADA,02371,HARLY,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,BTS,Séjour d'étude,FIN,FINLANDE,59378,TURKU,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,BTS,Séjour d'étude,GBR,ROYAUME-UNI,59350,LILLE,"13,57"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,BTS,Séjour d'étude,GBR,ROYAUME-UNI,62037,ANZIN ST AUBIN,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,BEL,BELGIQUE,59219,ESTRUN,"21,43"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,CHN,CHINE,29019,BREST,"14,43"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,CHN,CHINE,59350,LILLE,"17,43"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,CHN,CHINE,59416,MORBECQUE,"17,43"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,CHN,CHINE,62644,OUVE WIRQUIN,"14,43"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,CZE,TCHEQUE (REPUBLIQUE),62193,CALAIS,"18,43"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,DEU,ALLEMAGNE,44035,LA CHAPELLE SUR ERDRE,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,IND,INDE,59350,LILLE,"19,43"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,ITA,ITALIE,45234,LA SOURCE,19
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,JPN,JAPON,59350,LILLE,"17,43"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,PRT,PORTUGAL,67482,STRASBOURG,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,"Diplôme ingénieur/Ecole 
de commerce",Stage,PER,PEROU,83131,SOLLIES TOUCAS,"25,43"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,Licence universitaire/Ecole,Séjour d'étude,BEL,BELGIQUE,59350,CATANIA,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,Licence universitaire/Ecole,Séjour d'étude,BEL,BELGIQUE,72181,LE MANS,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,Licence universitaire/Ecole,Séjour d'étude,ESP,ESPAGNE,92060,LE PLESSIS ROBINSON,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,Licence universitaire/Ecole,Séjour d'étude,GBR,ROYAUME-UNI,93078,VILLEPINTE,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,Licence universitaire/Ecole,Séjour d'étude,ITA,ITALIE,06088,NICE,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,Licence universitaire/Ecole,Séjour d'étude,ITA,ITALIE,78423,MONTIGNY LE BRETONNEUX,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,Licence universitaire/Ecole,Séjour d'étude,NLD,PAYS-BAS,59183,DUNKERQUE,22
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,Licence universitaire/Ecole,Stage,ITA,ITALIE,43210,ST MARTIN DE FUGERES,"17,43"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,Master universitaire/Ecole,Séjour d'étude,ESP,ESPAGNE,75115,PARIS,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,Master universitaire/Ecole,Séjour d'étude,HUN,HONGRIE,89295,PERRIGNY,"20,43"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,Master universitaire/Ecole,Séjour d'étude,ITA,ITALIE,76273,FONTAINE SOUS PREAUX,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,Master universitaire/Ecole,Séjour d'étude,LTU,LITUANIE,37104,ESVRES,"16,57"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,Master universitaire/Ecole,Stage,BEL,BELGIQUE,59350,LILLE,"12,43"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,Master universitaire/Ecole,Stage,BEL,BELGIQUE,59512,ROUBAIX,"13,43"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX,Master universitaire/Ecole,Stage,PRT,PORTUGAL,59350,LILLE,"12,57"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX ,BTS,Séjour d'étude,GBR,ROYAUME-UNI,59586,TEMPLEUVE,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX ,BTS,Séjour d'étude,ITA,ITALIE,59512,ROUBAIX,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX ,Licence universitaire/Ecole,Séjour d'étude,CAN,CANADA,59413,MONTIGNY EN CAMBRESIS,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX ,Licence universitaire/Ecole,Séjour d'étude,CAN,CANADA,94071,SUCY EN BRIE,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX ,Licence universitaire/Ecole,Séjour d'étude,GBR,ROYAUME-UNI,19081,EYREIN,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX ,Licence universitaire/Ecole,Séjour d'étude,NOR,NORVEGE,59328,LAMBERSART,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX ,Licence universitaire/Ecole,Séjour d'étude,NOR,NORVEGE,75103,PARIS,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX ,Licence universitaire/Ecole,Séjour d'étude,PRT,PORTUGAL,49244,LA POMMERAYE,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX ,Licence universitaire/Ecole,Séjour d'étude,SWE,SUEDE,59350,LILLE,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES ROUBAIX,59512,ROUBAIX ,Master universitaire/Ecole,Séjour d'étude,PRT,PORTUGAL,56178,PONTIVY,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,FRA,FRANCE,17200,LAGORD,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,01093,CHATILLON SUR CHALARONNE,"16,71"
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,25341,LOMONT SUR CRETE,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,91377,0SZ CRANFIELD,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,30344,VERGEZE,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,44109,NANTES,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,59328,LAMBERSART,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,59350,LILLE,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,59602,TRESSIN,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,66171,ST CYPRIEN,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,69383,LYON,"16,86"
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,,BEDFORD,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,94047,MANDRES LES ROSES,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,94068,ST MAUR DES FOSSES,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,94080,VINCENNES,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,95205,ECOUEN,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,84135,UCHAUX,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,78517,RAMBOUILLET,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,78646,VERSAILLES,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,SWE,SUEDE,74019,ARGONAY,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,SWE,SUEDE,44109,NANTES,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,SWE,SUEDE,47001,AGEN,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,SWE,SUEDE,62297,EPERLECQUES,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,SWE,SUEDE,64059,ARTIGUELOUTAN,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,SWE,SUEDE,83087,NANS LES PINS,26
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,SWE,SUEDE,78358,MAISONS LAFFITTE,"19,71"
MERMOZ18,Monsieur,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Stage,DEU,ALLEMAGNE,13028,LA CIOTAT,"25,71"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,06084,MOUANS SARTOUX,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,33393,ST DENIS DE PILE,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,GBR,ROYAUME-UNI,,EDINBURGH,26
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,NOR,NORVEGE,92062,PUTEAUX,"18,43"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,SWE,SUEDE,26084,CHATEAUNEUF SUR ISERE,"20,43"
MERMOZ18,Madame,ECOLE NATIONALE SUPERIEURE DES ARTS ET MÉTIERS LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,SWE,SUEDE,83118,ST RAPHAEL,26
MERMOZ18,Monsieur,ECOLE SUPERIEURE D'ARCHITECTURE ET DE PAYSAGE VILLENEUVE D'ASCQ,59009,VILLENEUVE D'ASCQ,Master universitaire/Ecole,Séjour d'étude,ARG,ARGENTINE,40070,CASTANDET,26
MERMOZ18,Monsieur,ECOLE SUPERIEURE D'ARCHITECTURE ET DE PAYSAGE VILLENEUVE D'ASCQ,59009,VILLENEUVE D'ASCQ,Master universitaire/Ecole,Séjour d'étude,ARG,ARGENTINE,59508,RONCQ,26
MERMOZ18,Monsieur,ECOLE SUPERIEURE D'ARCHITECTURE ET DE PAYSAGE VILLENEUVE D'ASCQ,59009,VILLENEUVE D'ASCQ,Master universitaire/Ecole,Séjour d'étude,CAN,CANADA,59350,LILLE,26
MERMOZ18,Monsieur,ECOLE SUPERIEURE D'ARCHITECTURE ET DE PAYSAGE VILLENEUVE D'ASCQ,59009,VILLENEUVE D'ASCQ,Master universitaire/Ecole,Séjour d'étude,CAN,CANADA,59428,NEUVILLE ST REMY,26
MERMOZ18,Monsieur,ECOLE SUPERIEURE D'ARCHITECTURE ET DE PAYSAGE VILLENEUVE D'ASCQ,59009,VILLENEUVE D'ASCQ,Master universitaire/Ecole,Séjour d'étude,CHN,CHINE,88188,FRESSE SUR MOSELLE,26
MERMOZ18,Monsieur,ECOLE SUPERIEURE D'ARCHITECTURE ET DE PAYSAGE VILLENEUVE D'ASCQ,59009,VILLENEUVE D'ASCQ,Master universitaire/Ecole,Stage,VNM,VIET NAM,51662,WITRY LES REIMS,17
MERMOZ18,Madame,ECOLE SUPERIEURE D'ARCHITECTURE ET DE PAYSAGE VILLENEUVE D'ASCQ,59009,VILLENEUVE D'ASCQ,Master universitaire/Ecole,Séjour d'étude,ARG,ARGENTINE,59350,LILLE,52
MERMOZ18,Madame,ECOLE SUPERIEURE D'ARCHITECTURE ET DE PAYSAGE VILLENEUVE D'ASCQ,59009,VILLENEUVE D'ASCQ,Master universitaire/Ecole,Séjour d'étude,ARG,ARGENTINE,59368,LA MADELEINE,26
