# Description : Répartition par année scolaire (depuis 2017) des étudiants ayant bénéficié de la bourse Mermoz pour une mobilité internationale.
# Ce dispositif permet aux étudiants inscrits dans un établissement d'enseignement supérieur en Région Hauts-de-France de :
# - suivre un stage en entreprise ou autre organisme (ONG, association, etc.)
# - suivre à l'étranger un parcours de formation en enseignement supérieur
# - bénéficier d’une expérience dans un laboratoire de recherche à l’étranger (Master 2, doctorat)
# - renforcer ou initier des collaborations entre établissements régionaux et étrangers
# - développer le rayonnement international de la région.
# Plus d'informations : https://guide-aides.hautsdefrance.fr/dispositif997
#
# Thématique(s) : FORMATION
# Mots-Clés : AIDE REGIONALE, ETUDIANT, MOBILITE, INTERNATIONAL, FINANCEMENT, PARTICULIER, MERMOZ, UNIVERSITE, ENSEIGNEMENT SUPERIEUR, REGION32
# Mots-Clés de lieu : HAUTS-DE-FRANCE, SOMME, AISNE, NORD, OISE, PAS DE CALAIS
# Conditions d'utilisation : Utilisation libre sous réserve de mentionner la source (a minima le nom du producteur) et la date de sa dernière mise à jour
# Données ouvertes : oui
# Source : Extrait d'une base régionale à partir des dossiers retenus.
# Champs extraits : année de campagne, commune et établissement d'enseignement, diplôme préparé, type de mobilité, pays de destination, ville d'origine, nombre de semaines financés par l'aide Mermoz.
# Attention : données par année scolaire (septembre à juin)
# Date de création : 2024-04-12
# Date de mise à jour des données : 2024-10-14
# Date de mise à jour de la fiche : 2025-03-04
# Fréquence de mise à jour : Une fois par an
# Langue : Français

Campagne,Civilité,Etablissement d'origine,COD_INSEE_ETS,COMMUNE_ETS,Diplome préparé,Type_mobilité,COD_PAYS,Destination,INSEE Commune ou Code_pays,Adresse_commune,Nb Semaines Financées
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,KOR,COREE (REPUBLIQUE DE),94034,FRESNES,"17,86"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,MEX,MEXIQUE,17300,LA ROCHELLE,"18,43"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,MEX,MEXIQUE,22266,ROSTRENEN,26
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,MEX,MEXIQUE,91275,GOMETZ LE CHATEL,"16,57"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,MEX,MEXIQUE,74053,CERVENS,26
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,MEX,MEXIQUE,74197,NANGY,26
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,MEX,MEXIQUE,42218,ST ETIENNE,"19,29"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,MEX,MEXIQUE,59350,LILLE,"20,14"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,MEX,MEXIQUE,59378,MARCQ EN BAROEUL,"21,29"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,MEX,MEXIQUE,59410,MONS EN BAROEUL,26
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,PER,PEROU,95580,ST WITZ,"17,43"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,PHL,PHILIPPINES,56260,VANNES,"14,14"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,PRK,COREE (REPUBLIQUE POPULAIRE DEMOCRATIQUE DE),57606,ST AVOLD,"15,43"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,PRK,COREE (REPUBLIQUE POPULAIRE DEMOCRATIQUE DE),62869,WAILLY,"17,86"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,PRT,PORTUGAL,59350,LILLE,17
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,THA,THAILANDE,06069,GRASSE,"15,71"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,THA,THAILANDE,07325,UCEL,16
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,THA,THAILANDE,74170,MASSINGY,"15,86"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,THA,THAILANDE,49223,MURS ERIGNE,"14,29"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,THA,THAILANDE,50173,EQUEURDREVILLE HAINNEVILLE,"15,71"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,THA,THAILANDE,59350,LILLE,"21,29"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,THA,THAILANDE,75113,PARIS,16
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,TWN,TAIWAN,75112,PARIS,26
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,TWN,TAIWAN,91386,MENNECY,26
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,TWN,TAIWAN,47049,CASSENEUIL,26
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,TWN,TAIWAN,59350,LILLE,"20,86"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,TWN,TAIWAN,60274,GLAIGNES,"18,14"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,USA,ETATS-UNIS,51628,VILLENEUVE ST VISTRE VILLEVOTTE,16
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,USA,ETATS-UNIS,59350,LILLE,"16,86"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,USA,ETATS-UNIS,59462,PHALEMPIN,"17,29"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,USA,ETATS-UNIS,59544,ST SAULVE,12
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,USA,ETATS-UNIS,75120,PARIS,"17,14"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Séjour d'étude,VNM,VIET NAM,59124,CAMPHIN EN PEVELE,26
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Stage,ARE,EMIRATS ARABES UNIS,59368,LA MADELEINE,"25,57"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Stage,AUS,AUSTRALIE,75108,PARIS,"25,43"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Stage,CAN,CANADA,69275,DECINES CHARPIEU,"25,43"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Stage,CHN,CHINE,92032,FONTENAY AUX ROSES,"24,14"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Stage,IDN,INDONESIE,91272,GIF SUR YVETTE,"25,57"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Stage,MEX,MEXIQUE,62450,HESTRUS,12
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Stage,NER,NIGER,49177,LIRE,"18,71"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Stage,PER,PEROU,60063,BERNEUIL EN BRAY,"25,29"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Stage,SGP,SINGAPOUR,51454,REIMS,"25,71"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Stage,SGP,SINGAPOUR,75117,PARIS,12
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Stage,USA,ETATS-UNIS,59350,HELLEMMES LILLE,26
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Stage,USA,ETATS-UNIS,93073,TREMBLAY EN FRANCE,23
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Master universitaire/Ecole,Stage,ZAF,AFRIQUE DU SUD,59163,CROIX,"19,29"
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Médecin,Stage,CAN,CANADA,59350,LILLE,5
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Médecin,Stage,CAN,CANADA,59597,TILLOY LEZ CAMBRAI,5
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Médecin,Stage,DZA,ALGERIE,59350,LILLE,12
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Médecin,Stage,SEN,SENEGAL,59350,LILLE,10
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Médecin,Stage,TWN,TAIWAN,59168,CYSOING,6
MERMOZ19,Madame,UNIVERSITÉ CATHOLIQUE DE LILLE (FUPL),59350,LILLE,Médecin,Stage,VNM,VIET NAM,59350,LILLE,6
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Doctorat/Thèse,Séjour de recherche,ESP,ESPAGNE,75113,PARIS,26
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,DUT,Séjour d'étude,CAN,CANADA,59105,BOUVIGNIES,16
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,DUT,Séjour d'étude,CAN,CANADA,95369,MARGENCY,16
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,DUT,Séjour d'étude,ESP,ESPAGNE,62040,ARQUES,13
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,DUT,Séjour d'étude,IRL,"IRLANDE, ou EIRE",62498,LENS,"17,14"
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,DUT,Séjour d'étude,LTU,LITUANIE,62028,AMES,13
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,DUT,Séjour d'étude,POL,POLOGNE,62200,CAMBRIN,13
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,DUT,Séjour d'étude,ROU,ROUMANIE,59005,ALLENNES LES MARAIS,13
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,DUT,Séjour d'étude,ROU,ROUMANIE,59378,MARCQ EN BAROEUL,13
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,CAN,CANADA,,ALSEMBERG,26
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,CAN,CANADA,62170,BOUVIGNY BOYEFFLES,"15,71"
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,ESP,ESPAGNE,59165,CUINCY,"20,57"
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,ESP,ESPAGNE,62037,ANZIN ST AUBIN,"20,43"
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,POL,POLOGNE,62001,ABLAIN ST NAZAIRE,21
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Stage,MUS,MAURICE,62744,STE CATHERINE,"17,14"
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Stage,ROU,ROUMANIE,62325,FAUQUEMBERGUES,"14,43"
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Master universitaire/Ecole,Stage,DEU,ALLEMAGNE,62048,AUCHEL,13
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Master universitaire/Ecole,Stage,ESP,ESPAGNE,62041,ARRAS,"17,86"
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Master universitaire/Ecole,Stage,SVK,SLOVAQUIE,07343,VINEZAC,"25,14"
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Master universitaire/Ecole,Stage,UKR,UKRAINE,86071,CHENECHE,"12,43"
MERMOZ19,Monsieur,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Master universitaire/Ecole,Stage,ZAF,AFRIQUE DU SUD,62753,ST LAURENT BLANGY,26
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Doctorat/Thèse,Séjour de recherche,ESP,ESPAGNE,59569,SIN LE NOBLE,26
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,DUT,Séjour d'étude,CAN,CANADA,59653,WAVRIN,16
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,DUT,Séjour d'étude,CAN,CANADA,62510,LIEVIN,"15,71"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,DUT,Séjour d'étude,GBR,ROYAUME-UNI,62186,BULLY LES MINES,13
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,DUT,Séjour d'étude,LTU,LITUANIE,77487,VAUX LE PENIL,13
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,DUT,Stage,IRL,"IRLANDE, ou EIRE",76476,NOTRE DAME DE GRAVENCHON,"12,43"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,DUT,Stage,JPN,JAPON,49333,SEICHES SUR LE LOIR,12
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,DUT,Stage,MLT,MALTE,51242,FAGNIERES,9
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,DUT,Stage,PRT,PORTUGAL,59052,BAUVIN,13
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,CAN,CANADA,62086,BAVINCOURT,"15,14"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,CAN,CANADA,62132,BILLY BERCLAU,"15,14"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,CAN,CANADA,62284,ECOURT ST QUENTIN,"16,57"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,CAN,CANADA,62443,HERSIN COUPIGNY,26
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,ESP,ESPAGNE,59005,ALLENNES LES MARAIS,"18,86"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,ESP,ESPAGNE,59028,AUBY,26
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,ESP,ESPAGNE,59266,GONDECOURT,26
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,ESP,ESPAGNE,59462,PHALEMPIN,"18,29"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,ESP,ESPAGNE,62188,BURBURE,26
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,ESP,ESPAGNE,62454,HINGES,26
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,ESP,ESPAGNE,62557,MAROEUIL,18
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,ESP,ESPAGNE,62744,STE CATHERINE,"19,43"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,FIN,FINLANDE,62163,BOURET SUR CANCHE,21
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,HRV,CROATIE,62019,AIX NOULETTE,"18,43"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,IRL,"IRLANDE, ou EIRE",02359,GRUGIES,"17,43"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,IRL,"IRLANDE, ou EIRE",59225,FEIGNIES,26
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,IRL,"IRLANDE, ou EIRE",62041,ARRAS,"17,14"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,IRL,"IRLANDE, ou EIRE",62051,AUCHY LES MINES,26
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,ITA,ITALIE,59266,GONDECOURT,"19,43"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,POL,POLOGNE,59123,CAMPHIN EN CAREMBAULT,21
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,POL,POLOGNE,62557,MAROEUIL,21
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,ROU,ROUMANIE,62782,SAUDEMONT,"18,57"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Séjour d'étude,TWN,TAIWAN,62706,RICHEBOURG,26
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Licence universitaire/Ecole,Stage,USA,ETATS-UNIS,21231,DIJON,"16,43"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Master universitaire/Ecole,Séjour d'étude,ITA,ITALIE,62004,ACHICOURT,26
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Master universitaire/Ecole,Séjour d'étude,USA,ETATS-UNIS,62510,LIEVIN,26
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Master universitaire/Ecole,Stage,BEL,BELGIQUE,08022,ARREUX,"22,57"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Master universitaire/Ecole,Stage,BEL,BELGIQUE,62510,LIEVIN,"25,14"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Master universitaire/Ecole,Stage,BEL,BELGIQUE,62771,SALLAUMINES,26
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Master universitaire/Ecole,Stage,ESP,ESPAGNE,62516,LILLERS,"13,14"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Master universitaire/Ecole,Stage,ESP,ESPAGNE,85217,ST GEORGES DE MONTAIGU,26
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Master universitaire/Ecole,Stage,JOR,JORDANIE,13201,MARSEILLE,"25,57"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Master universitaire/Ecole,Stage,LKA,SRI LANKA,72257,ROUILLON,"25,71"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Master universitaire/Ecole,Stage,MEX,MEXIQUE,54528,TOUL,"25,71"
MERMOZ19,Madame,UNIVERSITE D'ARTOIS ARRAS,62041,ARRAS,Master universitaire/Ecole,Stage,PER,PEROU,62041,ARRAS,"17,43"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,CAN,CANADA,35360,VITRE,26
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,CAN,CANADA,44217,VIGNEUX DE BRETAGNE,"15,14"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,CAN,CANADA,59009,VILLENEUVE D ASCQ,"17,29"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,CAN,CANADA,59043,BAILLEUL,"17,29"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,CAN,CANADA,59319,HOYMILLE,"16,29"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,CAN,CANADA,59606,VALENCIENNES,"16,57"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,CAN,CANADA,78168,COIGNIERES,"17,14"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,ESP,ESPAGNE,59350,LILLE,"21,29"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,IND,INDE,22067,GRACES,"18,57"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,IND,INDE,59350,LOMME,"18,57"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,ITA,ITALIE,59350,LILLE,"22,43"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,ITA,ITALIE,62354,FRENCQ,"22,57"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,POL,POLOGNE,59431,NIEPPE,22
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,POL,POLOGNE,59636,WAMBRECHIES,"17,43"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,POL,POLOGNE,69385,LYON,"17,43"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,POL,POLOGNE,78642,VERNEUIL SUR SEINE,"17,57"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,SVK,SLOVAQUIE,59378,MARCQ EN BAROEUL,"19,71"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Séjour d'étude,SVK,SLOVAQUIE,76425,MENTHEVILLE,"19,71"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Stage,BEL,BELGIQUE,59009,VILLENEUVE D ASCQ,0
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Stage,BEL,BELGIQUE,59250,FOURNES EN WEPPES,"13,57"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Stage,CAN,CANADA,59383,MARLY,"12,43"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Stage,CAN,CANADA,60154,CINQUEUX,"14,57"
MERMOZ19,Monsieur,UNIVERSITE DE LILLE,59350,LILLE,"Diplôme ingénieur/Ecole 
de commerce",Stage,CAN,CANADA,62065,AVION,"12,43"
